Number of Cities: 35
Number of Cities: 35Starting point: 33
Ending point: 23

EdgeMatrix: 
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
26 -> 	1: [ 26 15 19 7 10 9 1 ]; 	2: [ 26 15 19 5 11 13 2 ]; 	3: [ 26 15 19 7 10 3 ]; 	4: [ 26 15 19 7 10 9 1 4 ]; 	5: [ 26 15 19 5 ]; 	6: [ 26 15 19 6 ]; 	7: [ 26 15 19 7 ]; 	8: [ 26 15 19 8 ]; 	9: [ 26 15 19 7 10 9 ]; 	10: [ 26 15 19 7 10 ]; 	11: [ 26 15 19 5 11 ]; 	12: [ 26 15 19 7 12 ]; 	13: [ 26 15 19 5 11 13 ]; 	14: [ 26 15 19 5 14 ]; 	15: [ 26 15 ]; 	16: [ 26 15 19 6 16 ]; 	17: [ 26 15 19 5 17 ]; 	18: [ 26 15 19 7 10 18 ]; 	19: [ 26 15 19 ]; 	20: [ 26 15 19 7 10 3 20 ]; 	21: [ 26 15 19 7 10 3 20 21 ]; 	22: [ 26 15 19 6 22 ]; 	23: [ 26 15 19 23 ]; 	24: [ 26 15 19 6 16 24 ]; 	25: [ 26 15 19 5 17 25 ]; 	26: [ 26 ]; 	27: [ 26 27 ]; 	28: [ 26 15 19 7 10 28 ]; 	29: [ 26 15 19 29 ]; 	30: [ 26 15 19 8 30 ]; 	31: [ 26 15 19 5 14 31 ]; 	32: [ 26 15 19 7 32 ]; 	33: [ 26 15 19 6 33 ]; 	34: [ 26 15 19 5 34 ]; 	35: [ 26 35 ]; 
27 -> 	1: [ 27 7 10 9 1 ]; 	2: [ 27 11 13 2 ]; 	3: [ 27 7 10 3 ]; 	4: [ 27 7 10 9 1 4 ]; 	5: [ 27 7 10 9 1 4 5 ]; 	6: [ 27 7 6 ]; 	7: [ 27 7 ]; 	8: [ 27 7 6 8 ]; 	9: [ 27 7 10 9 ]; 	10: [ 27 7 10 ]; 	11: [ 27 11 ]; 	12: [ 27 7 12 ]; 	13: [ 27 11 13 ]; 	14: [ 27 7 10 3 14 ]; 	15: [ 27 7 10 3 15 ]; 	16: [ 27 7 6 16 ]; 	17: [ 27 17 ]; 	18: [ 27 7 10 18 ]; 	19: [ 27 7 6 19 ]; 	20: [ 27 7 10 3 20 ]; 	21: [ 27 21 ]; 	22: [ 27 22 ]; 	23: [ 27 7 10 9 1 4 23 ]; 	24: [ 27 7 6 16 24 ]; 	25: [ 27 17 25 ]; 	26: [ 27 7 10 3 26 ]; 	27: [ 27 ]; 	28: [ 27 7 10 28 ]; 	29: [ 27 7 6 19 29 ]; 	30: [ 27 7 6 8 30 ]; 	31: [ 27 7 10 3 14 31 ]; 	32: [ 27 7 32 ]; 	33: [ 27 7 6 33 ]; 	34: [ 27 7 10 3 34 ]; 	35: [ 27 7 10 3 15 35 ]; 
28 -> 	1: [ 28 10 9 1 ]; 	2: [ 28 10 9 1 11 13 2 ]; 	3: [ 28 10 3 ]; 	4: [ 28 10 9 1 4 ]; 	5: [ 28 10 9 1 4 5 ]; 	6: [ 28 7 6 ]; 	7: [ 28 7 ]; 	8: [ 28 7 6 8 ]; 	9: [ 28 10 9 ]; 	10: [ 28 10 ]; 	11: [ 28 10 9 1 11 ]; 	12: [ 28 7 12 ]; 	13: [ 28 10 9 1 11 13 ]; 	14: [ 28 10 3 14 ]; 	15: [ 28 10 3 15 ]; 	16: [ 28 7 6 16 ]; 	17: [ 28 17 ]; 	18: [ 28 10 18 ]; 	19: [ 28 7 6 19 ]; 	20: [ 28 10 3 20 ]; 	21: [ 28 10 3 20 21 ]; 	22: [ 28 22 ]; 	23: [ 28 10 9 1 4 23 ]; 	24: [ 28 24 ]; 	25: [ 28 17 25 ]; 	26: [ 28 26 ]; 	27: [ 28 10 3 14 27 ]; 	28: [ 28 ]; 	29: [ 28 7 6 19 29 ]; 	30: [ 28 7 6 8 30 ]; 	31: [ 28 31 ]; 	32: [ 28 7 32 ]; 	33: [ 28 33 ]; 	34: [ 28 10 3 34 ]; 	35: [ 28 10 3 15 35 ]; 
29 -> 	1: [ 29 10 9 1 ]; 	2: [ 29 2 ]; 	3: [ 29 10 3 ]; 	4: [ 29 10 9 1 4 ]; 	5: [ 29 2 5 ]; 	6: [ 29 2 5 6 ]; 	7: [ 29 2 5 7 ]; 	8: [ 29 2 5 6 8 ]; 	9: [ 29 10 9 ]; 	10: [ 29 10 ]; 	11: [ 29 11 ]; 	12: [ 29 12 ]; 	13: [ 29 11 13 ]; 	14: [ 29 2 14 ]; 	15: [ 29 2 15 ]; 	16: [ 29 2 5 6 16 ]; 	17: [ 29 2 5 17 ]; 	18: [ 29 10 18 ]; 	19: [ 29 2 5 6 19 ]; 	20: [ 29 10 3 20 ]; 	21: [ 29 10 3 20 21 ]; 	22: [ 29 2 5 6 22 ]; 	23: [ 29 10 9 1 4 23 ]; 	24: [ 29 2 5 6 16 24 ]; 	25: [ 29 25 ]; 	26: [ 29 10 3 26 ]; 	27: [ 29 2 14 27 ]; 	28: [ 29 2 28 ]; 	29: [ 29 ]; 	30: [ 29 2 5 6 8 30 ]; 	31: [ 29 2 14 31 ]; 	32: [ 29 2 5 7 32 ]; 	33: [ 29 33 ]; 	34: [ 29 2 5 34 ]; 	35: [ 29 35 ]; 
30 -> 	1: [ 30 9 1 ]; 	2: [ 30 9 1 11 13 2 ]; 	3: [ 30 3 ]; 	4: [ 30 9 1 4 ]; 	5: [ 30 9 1 4 5 ]; 	6: [ 30 3 6 ]; 	7: [ 30 9 1 4 5 7 ]; 	8: [ 30 3 6 8 ]; 	9: [ 30 9 ]; 	10: [ 30 3 6 8 10 ]; 	11: [ 30 9 1 11 ]; 	12: [ 30 12 ]; 	13: [ 30 9 1 11 13 ]; 	14: [ 30 3 14 ]; 	15: [ 30 3 15 ]; 	16: [ 30 16 ]; 	17: [ 30 9 1 4 5 17 ]; 	18: [ 30 9 18 ]; 	19: [ 30 3 6 19 ]; 	20: [ 30 3 20 ]; 	21: [ 30 3 20 21 ]; 	22: [ 30 3 6 22 ]; 	23: [ 30 9 1 4 23 ]; 	24: [ 30 16 24 ]; 	25: [ 30 25 ]; 	26: [ 30 3 26 ]; 	27: [ 30 3 14 27 ]; 	28: [ 30 9 1 28 ]; 	29: [ 30 3 6 19 29 ]; 	30: [ 30 ]; 	31: [ 30 3 14 31 ]; 	32: [ 30 32 ]; 	33: [ 30 3 6 33 ]; 	34: [ 30 3 34 ]; 	35: [ 30 3 15 35 ]; 
31 -> 	1: [ 31 1 ]; 	2: [ 31 2 ]; 	3: [ 31 3 ]; 	4: [ 31 1 4 ]; 	5: [ 31 2 5 ]; 	6: [ 31 3 6 ]; 	7: [ 31 2 5 7 ]; 	8: [ 31 3 6 8 ]; 	9: [ 31 9 ]; 	10: [ 31 1 4 10 ]; 	11: [ 31 1 11 ]; 	12: [ 31 2 5 7 12 ]; 	13: [ 31 13 ]; 	14: [ 31 2 14 ]; 	15: [ 31 2 15 ]; 	16: [ 31 3 6 16 ]; 	17: [ 31 2 5 17 ]; 	18: [ 31 9 18 ]; 	19: [ 31 1 4 19 ]; 	20: [ 31 3 20 ]; 	21: [ 31 3 20 21 ]; 	22: [ 31 3 6 22 ]; 	23: [ 31 23 ]; 	24: [ 31 24 ]; 	25: [ 31 25 ]; 	26: [ 31 3 26 ]; 	27: [ 31 2 14 27 ]; 	28: [ 31 28 ]; 	29: [ 31 1 4 19 29 ]; 	30: [ 31 30 ]; 	31: [ 31 ]; 	32: [ 31 2 5 7 32 ]; 	33: [ 31 3 6 33 ]; 	34: [ 31 3 34 ]; 	35: [ 31 2 15 35 ]; 
32 -> 	1: [ 32 10 9 1 ]; 	2: [ 32 10 9 1 11 13 2 ]; 	3: [ 32 3 ]; 	4: [ 32 10 9 1 4 ]; 	5: [ 32 10 9 1 4 5 ]; 	6: [ 32 3 6 ]; 	7: [ 32 10 9 1 4 5 7 ]; 	8: [ 32 3 6 8 ]; 	9: [ 32 10 9 ]; 	10: [ 32 10 ]; 	11: [ 32 10 9 1 11 ]; 	12: [ 32 10 12 ]; 	13: [ 32 10 9 1 11 13 ]; 	14: [ 32 3 14 ]; 	15: [ 32 3 15 ]; 	16: [ 32 3 6 16 ]; 	17: [ 32 10 9 1 4 5 17 ]; 	18: [ 32 10 18 ]; 	19: [ 32 19 ]; 	20: [ 32 3 20 ]; 	21: [ 32 3 20 21 ]; 	22: [ 32 22 ]; 	23: [ 32 23 ]; 	24: [ 32 3 6 16 24 ]; 	25: [ 32 10 9 1 4 5 17 25 ]; 	26: [ 32 26 ]; 	27: [ 32 3 14 27 ]; 	28: [ 32 10 28 ]; 	29: [ 32 29 ]; 	30: [ 32 3 6 8 30 ]; 	31: [ 32 3 14 31 ]; 	32: [ 32 ]; 	33: [ 32 3 6 33 ]; 	34: [ 32 3 34 ]; 	35: [ 32 3 15 35 ]; 
33 -> 	1: [ 33 2 5 7 10 9 1 ]; 	2: [ 33 2 ]; 	3: [ 33 2 5 7 10 3 ]; 	4: [ 33 2 5 7 10 9 1 4 ]; 	5: [ 33 2 5 ]; 	6: [ 33 2 5 6 ]; 	7: [ 33 2 5 7 ]; 	8: [ 33 2 5 6 8 ]; 	9: [ 33 2 5 7 10 9 ]; 	10: [ 33 2 5 7 10 ]; 	11: [ 33 2 5 11 ]; 	12: [ 33 2 5 7 12 ]; 	13: [ 33 2 5 11 13 ]; 	14: [ 33 14 ]; 	15: [ 33 2 15 ]; 	16: [ 33 2 5 6 16 ]; 	17: [ 33 2 5 17 ]; 	18: [ 33 18 ]; 	19: [ 33 2 5 6 19 ]; 	20: [ 33 2 5 7 10 3 20 ]; 	21: [ 33 2 5 7 10 3 20 21 ]; 	22: [ 33 2 5 6 22 ]; 	23: [ 33 2 5 7 10 9 1 4 23 ]; 	24: [ 33 2 5 6 16 24 ]; 	25: [ 33 2 5 17 25 ]; 	26: [ 33 2 5 7 10 3 26 ]; 	27: [ 33 14 27 ]; 	28: [ 33 2 28 ]; 	29: [ 33 2 5 6 19 29 ]; 	30: [ 33 2 5 6 8 30 ]; 	31: [ 33 14 31 ]; 	32: [ 33 32 ]; 	33: [ 33 ]; 	34: [ 33 2 5 34 ]; 	35: [ 33 2 15 35 ]; 
34 -> 	1: [ 34 5 7 10 9 1 ]; 	2: [ 34 5 11 13 2 ]; 	3: [ 34 5 7 10 3 ]; 	4: [ 34 5 7 10 9 1 4 ]; 	5: [ 34 5 ]; 	6: [ 34 5 6 ]; 	7: [ 34 5 7 ]; 	8: [ 34 8 ]; 	9: [ 34 5 7 10 9 ]; 	10: [ 34 5 7 10 ]; 	11: [ 34 5 11 ]; 	12: [ 34 5 7 12 ]; 	13: [ 34 5 11 13 ]; 	14: [ 34 5 14 ]; 	15: [ 34 5 15 ]; 	16: [ 34 5 6 16 ]; 	17: [ 34 5 17 ]; 	18: [ 34 5 7 10 18 ]; 	19: [ 34 19 ]; 	20: [ 34 5 7 10 3 20 ]; 	21: [ 34 5 7 10 3 20 21 ]; 	22: [ 34 5 6 22 ]; 	23: [ 34 5 7 10 9 1 4 23 ]; 	24: [ 34 5 6 16 24 ]; 	25: [ 34 5 17 25 ]; 	26: [ 34 5 7 10 3 26 ]; 	27: [ 34 5 14 27 ]; 	28: [ 34 28 ]; 	29: [ 34 19 29 ]; 	30: [ 34 8 30 ]; 	31: [ 34 31 ]; 	32: [ 34 5 7 32 ]; 	33: [ 34 33 ]; 	34: [ 34 ]; 	35: [ 34 5 15 35 ]; 
35 -> 	1: [ 35 20 1 ]; 	2: [ 35 20 1 11 13 2 ]; 	3: [ 35 20 1 4 3 ]; 	4: [ 35 20 1 4 ]; 	5: [ 35 20 1 4 5 ]; 	6: [ 35 20 1 4 6 ]; 	7: [ 35 20 1 4 5 7 ]; 	8: [ 35 20 8 ]; 	9: [ 35 20 1 4 10 9 ]; 	10: [ 35 20 1 4 10 ]; 	11: [ 35 20 1 11 ]; 	12: [ 35 20 1 4 5 7 12 ]; 	13: [ 35 20 1 11 13 ]; 	14: [ 35 20 1 4 14 ]; 	15: [ 35 20 1 4 3 15 ]; 	16: [ 35 20 1 4 6 16 ]; 	17: [ 35 20 1 4 5 17 ]; 	18: [ 35 20 1 4 10 18 ]; 	19: [ 35 20 1 4 19 ]; 	20: [ 35 20 ]; 	21: [ 35 20 21 ]; 	22: [ 35 20 1 4 6 22 ]; 	23: [ 35 23 ]; 	24: [ 35 20 1 4 6 16 24 ]; 	25: [ 35 20 25 ]; 	26: [ 35 20 26 ]; 	27: [ 35 27 ]; 	28: [ 35 20 1 28 ]; 	29: [ 35 20 1 4 19 29 ]; 	30: [ 35 30 ]; 	31: [ 35 20 1 4 14 31 ]; 	32: [ 35 20 1 4 5 7 32 ]; 	33: [ 35 20 1 4 6 33 ]; 	34: [ 35 20 34 ]; 	35: [ 35 ]; 
Computation took 0.822124 milliseconds

Sneaky Path from 33 to 23: [33, 2, 5, 7, 10, 9, 1, 4, 23]

Minimum Cars Seen:
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Computation took 0.306568 milliseconds

Maximum Cars Seen:
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Computation took 0.578765 milliseconds

Average Cars Seen:
	1		2		3		4		5		6		7		8		9		10		11		12		13		14		15		16		17		18		19		20		21		22		23		24		25		26		27		28		29		30		31		32		33		34		35	
1	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		
2	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		
3	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		
4	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		
5	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		
6	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		
7	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		
8	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		
9	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		
10	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		
11	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		
12	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		
13	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		
14	0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		
